,0
3045,002149.SZ
3046,000655.SZ
3047,600815.SH
3048,002643.SZ
3049,002531.SZ
3050,300370.SZ
3051,300760.SZ
3052,600512.SH
3053,688060.SH
3054,000688.SZ
3055,000968.SZ
3056,300773.SZ
3057,600621.SH
3058,002471.SZ
3059,300946.SZ
3060,603000.SH
3061,301117.SZ
3062,603606.SH
3063,600872.SH
3064,300142.SZ
3065,002435.SZ
3066,600757.SH
3067,300224.SZ
3068,300072.SZ
3069,300146.SZ
3070,300136.SZ
3071,603612.SH
3072,300237.SZ
3073,600195.SH
3074,600519.SH
3075,301335.SZ
3076,600257.SH
3077,601668.SH
3078,000895.SZ
3079,002628.SZ
3080,002803.SZ
3081,000036.SZ
3082,300222.SZ
3083,600055.SH
3084,600138.SH
3085,600016.SH
3086,600131.SH
3087,601636.SH
3088,300979.SZ
3089,002611.SZ
3090,603916.SH
3091,688313.SH
3092,002378.SZ
3093,000717.SZ
3094,300117.SZ
3095,000909.SZ
3096,000543.SZ
3097,002451.SZ
3098,605589.SH
3099,601633.SH
3100,000629.SZ
3101,000553.SZ
3102,300687.SZ
3103,301215.SZ
3104,688161.SH
3105,000990.SZ
3106,605305.SH
3107,600497.SH
3108,600490.SH
3109,002639.SZ
3110,688308.SH
3111,002045.SZ
3112,301162.SZ
3113,600622.SH
3114,002183.SZ
3115,600060.SH
3116,300458.SZ
3117,688388.SH
3118,301167.SZ
3119,601858.SH
3120,688231.SH
3121,600664.SH
3122,000975.SZ
3123,600595.SH
3124,300482.SZ
3125,000901.SZ
3126,688455.SH
3127,300217.SZ
3128,688081.SH
3129,688448.SH
3130,301199.SZ
3131,688123.SH
3132,603906.SH
3133,688217.SH
3134,603379.SH
3135,000404.SZ
3136,000713.SZ
3137,600531.SH
3138,601010.SH
3139,600673.SH
3140,301302.SZ
3141,603699.SH
3142,688610.SH
3143,002581.SZ
3144,300035.SZ
3145,688298.SH
3146,601456.SH
3147,002653.SZ
3148,002274.SZ
3149,301314.SZ
3150,688509.SH
3151,000761.SZ
3152,301067.SZ
3153,002212.SZ
3154,000728.SZ
3155,300958.SZ
3156,600812.SH
3157,603969.SH
3158,688332.SH
3159,600886.SH
3160,601999.SH
3161,688143.SH
3162,002436.SZ
3163,600509.SH
3164,002130.SZ
3165,600315.SH
3166,000524.SZ
3167,600010.SH
3168,002288.SZ
3169,002522.SZ
3170,300037.SZ
3171,688135.SH
3172,688075.SH
3173,601061.SH
3174,688656.SH
3175,002067.SZ
3176,601000.SH
3177,601880.SH
3178,688265.SH
3179,002922.SZ
3180,002726.SZ
3181,002881.SZ
3182,600717.SH
3183,301218.SZ
3184,601966.SH
3185,601568.SH
3186,600141.SH
3187,300821.SZ
3188,300999.SZ
3189,688686.SH
3190,000021.SZ
3191,002824.SZ
3192,600578.SH
3193,001373.SZ
3194,300579.SZ
3195,603212.SH
3196,000767.SZ
3197,600015.SH
3198,688131.SH
3199,688599.SH
3200,688393.SH
3201,000547.SZ
3202,002765.SZ
3203,601882.SH
3204,000528.SZ
3205,688391.SH
3206,002838.SZ
3207,300377.SZ
3208,300177.SZ
3209,300437.SZ
3210,301049.SZ
3211,300070.SZ
3212,000063.SZ
3213,600199.SH
3214,300936.SZ
3215,002140.SZ
3216,600126.SH
3217,688609.SH
3218,600063.SH
3219,601800.SH
3220,002375.SZ
3221,002312.SZ
3222,600970.SH
3223,300985.SZ
3224,002065.SZ
3225,002292.SZ
3226,301362.SZ
3227,688225.SH
3228,301512.SZ
3229,600758.SH
3230,002572.SZ
3231,688025.SH
3232,688433.SH
3233,002792.SZ
3234,301355.SZ
3235,688108.SH
3236,000008.SZ
3237,002463.SZ
3238,301487.SZ
3239,600073.SH
3240,000936.SZ
3241,000028.SZ
3242,301263.SZ
3243,002497.SZ
3244,301075.SZ
3245,000718.SZ
3246,300266.SZ
3247,300024.SZ
3248,688669.SH
3249,688543.SH
3250,600526.SH
3251,300854.SZ
3252,000554.SZ
3253,002123.SZ
3254,002759.SZ
3255,002642.SZ
3256,300082.SZ
3257,600642.SH
3258,301222.SZ
3259,688009.SH
3260,002564.SZ
3261,600197.SH
3262,000089.SZ
3263,002481.SZ
3264,688280.SH
3265,688314.SH
3266,301327.SZ
3267,688087.SH
3268,688048.SH
3269,301397.SZ
3270,000601.SZ
3271,001360.SZ
3272,300991.SZ
3273,002117.SZ
3274,000592.SZ
3275,601186.SH
3276,603181.SH
3277,603501.SH
3278,600498.SH
3279,300025.SZ
3280,300723.SZ
3281,600798.SH
3282,001380.SZ
3283,688030.SH
3284,000815.SZ
3285,688183.SH
3286,688330.SH
3287,688317.SH
3288,000967.SZ
3289,002930.SZ
3290,688071.SH
3291,688247.SH
3292,600190.SH
3293,688512.SH
3294,002332.SZ
3295,301133.SZ
3296,301286.SZ
3297,600085.SH
3298,002351.SZ
3299,002517.SZ
3300,688089.SH
3301,301115.SZ
3302,688045.SH
3303,301004.SZ
3304,600200.SH
3305,002580.SZ
3306,300865.SZ
3307,688468.SH
3308,002297.SZ
3309,301071.SZ
3310,688395.SH
3311,600568.SH
3312,301131.SZ
3313,002020.SZ
3314,301119.SZ
3315,600458.SH
3316,600926.SH
3317,002736.SZ
3318,301339.SZ
3319,300418.SZ
3320,600874.SH
3321,002472.SZ
3322,301331.SZ
3323,600426.SH
3324,600973.SH
3325,000837.SZ
3326,601727.SH
3327,600456.SH
3328,600248.SH
3329,601567.SH
3330,002055.SZ
3331,688707.SH
3332,301303.SZ
3333,603043.SH
3334,000700.SZ
3335,002530.SZ
3336,301000.SZ
3337,600331.SH
3338,002428.SZ
3339,301191.SZ
3340,603833.SH
3341,000859.SZ
3342,000511.SZ
3343,002218.SZ
3344,002606.SZ
3345,688608.SH
3346,300842.SZ
3347,603517.SH
3348,688289.SH
3349,300903.SZ
3350,301206.SZ
3351,688484.SH
3352,600897.SH
3353,688697.SH
3354,301322.SZ
3355,600395.SH
3356,300864.SZ
3357,688103.SH
3358,688776.SH
3359,600351.SH
3360,688501.SH
3361,688767.SH
3362,002543.SZ
3363,600480.SH
3364,600277.SH
3365,301053.SZ
3366,688084.SH
3367,600406.SH
3368,600258.SH
3369,600638.SH
3370,688800.SH
3371,603338.SH
3372,002303.SZ
3373,603559.SH
3374,000826.SZ
3375,300932.SZ
3376,600059.SH
3377,300364.SZ
3378,300048.SZ
3379,002941.SZ
3380,300933.SZ
3381,688013.SH
3382,688148.SH
3383,688288.SH
3384,601098.SH
3385,000951.SZ
3386,301100.SZ
3387,688375.SH
3388,301016.SZ
3389,688601.SH
3390,688211.SH
3391,600710.SH
3392,600129.SH
3393,300935.SZ
3394,601969.SH
3395,600110.SH
3396,603444.SH
3397,300349.SZ
3398,300880.SZ
3399,300910.SZ
3400,002453.SZ
3401,300763.SZ
3402,688156.SH
3403,002670.SZ
3404,002672.SZ
3405,002768.SZ
3406,600233.SH
3407,000736.SZ
3408,000863.SZ
3409,688077.SH
3410,688285.SH
3411,301408.SZ
3412,002244.SZ
3413,002263.SZ
3414,002121.SZ
3415,001328.SZ
3416,002482.SZ
3417,688092.SH
3418,600007.SH
3419,600132.SH
3420,688176.SH
3421,002393.SZ
3422,600807.SH
3423,001696.SZ
3424,300939.SZ
3425,600460.SH
3426,603565.SH
3427,600482.SH
3428,301092.SZ
3429,002236.SZ
3430,001282.SZ
3431,300332.SZ
